8000000	0	1	0
8000000	0	1	0
8000000	0	1	0
8000000	0	1	0
8000000	0	1	0
8000000	0	1	0
8000000	25	1	1
8000000	25	1	0
8000000	25	1	0
8000000	25	1	0
8000000	25	1	0
8000000	25	1	0
8000000	50	1	1
8000000	50	1	0
8000000	50	1	0
8000000	50	1	0
8000000	50	1	0
8000000	50	1	0
8000000	75	1	1
8000000	75	1	0
8000000	75	1	0
8000000	75	1	0
8000000	75	1	0
8000000	75	1	0
8000000	100	1	1
8000000	100	1	0
8000000	100	1	0
8000000	100	1	0
8000000	100	1	0
8000000	100	1	0
8000000	125	1	1
8000000	125	1	0
8000000	125	1	0
8000000	125	1	0
8000000	125	1	0
8000000	125	1	0
8000000	150	1	1
8000000	150	1	0
8000000	150	1	0
8000000	150	1	0
8000000	150	1	0
8000000	150	1	0
8000000	175	1	1
8000000	175	1	0
