TaskID	NpcID	EventID	NpcKillNum	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20011421	H¶i TÆc	203	50	104			10	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	Nghe nãi mét ®¸m <color=yellow>H¶i TÆc<color> ®ang c­íp bãc ë <color=yellow>§«ng H¶i H¶i T©n 2<color>. H·y ®i tiªu diÖt chóng!	Nghe nãi mét ®¸m <color=yellow>H¶i TÆc<color> ®ang c­íp bãc ë <color=yellow>§«ng H¶i H¶i T©n 2<color>. H·y ®i tiªu diÖt chóng!	Nghe nãi mét ®¸m <color=yellow>H¶i TÆc<color> ®ang c­íp bãc ë <color=yellow>§«ng H¶i H¶i T©n 2<color>. H·y ®i tiªu diÖt chóng!	H¶i TÆc
20011422	Cung thñ ngo¹i téc	241	50	600			10	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	<color=yellow>Ngo¹i Téc Cung Thñ<color> s¸t h¹i nhiÒu vâ l©m cao thñ ë biªn giíi, d¸m s¸t h¹i th¸m tö qu©n doanh cña bæn gi¸o, Ngò §éc gi¸o ta kh«ng thÓ chÞu sù sØ nhôc nµy, h·y cho chóng lîi h¹i cña bæn m«n!	<color=yellow>Ngo¹i Téc Cung Thñ<color> s¸t h¹i nhiÒu vâ l©m cao thñ ë biªn giíi, d¸m s¸t h¹i th¸m tö qu©n doanh cña bæn gi¸o, Ngò §éc gi¸o ta kh«ng thÓ chÞu sù sØ nhôc nµy, h·y cho chóng lîi h¹i cña bæn m«n!	<color=yellow>Ngo¹i Téc Cung Thñ<color> s¸t h¹i nhiÒu vâ l©m cao thñ ë biªn giíi, d¸m s¸t h¹i th¸m tö qu©n doanh cña bæn gi¸o, Ngò §éc gi¸o ta kh«ng thÓ chÞu sù sØ nhôc nµy, h·y cho chóng lîi h¹i cña bæn m«n!	Cung thñ ngo¹i téc
20021421	Xi Háa tr­ëng l·o	195	50	412			10	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	<color=yellow>Xi Háa tr­ëng l·o<color> gÇn ®©y ë Long Nh·n ®éng muèn tiÕn hµnh 1 ©m m­u lín, m­u ®å lµm lo¹n thÕ côc cña Trung Nguyªn vâ l©m, h·y ®i ng¨n chÆn chóng.	<color=yellow>Xi Háa tr­ëng l·o<color> gÇn ®©y ë Long Nh·n ®éng muèn tiÕn hµnh 1 ©m m­u lín, m­u ®å lµm lo¹n thÕ côc cña Trung Nguyªn vâ l©m, h·y ®i ng¨n chÆn chóng.	<color=yellow>Xi Háa tr­ëng l·o<color> gÇn ®©y ë Long Nh·n ®éng muèn tiÕn hµnh 1 ©m m­u lín, m­u ®å lµm lo¹n thÕ côc cña Trung Nguyªn vâ l©m, h·y ®i ng¨n chÆn chóng.	Xi Háa tr­ëng l·o
20021422	ThiÕt Gi¸p trïng	165	50	102			10	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	<color=yellow>ThiÕt Gi¸p trïng<color> trªn §µo Hoa ®¶o bay cùc nhanh, thÝch hîp ®Ó luyÖn Cæ Trïng, h·y ®i b¾t chóng vÒ.	<color=yellow>ThiÕt Gi¸p trïng<color> trªn §µo Hoa ®¶o bay cùc nhanh, thÝch hîp ®Ó luyÖn Cæ Trïng, h·y ®i b¾t chóng vÒ.	<color=yellow>ThiÕt Gi¸p trïng<color> trªn §µo Hoa ®¶o bay cùc nhanh, thÝch hîp ®Ó luyÖn Cæ Trïng, h·y ®i b¾t chóng vÒ.	ThiÕt Gi¸p trïng
20031421	Oa Quèc §ao kh¸ch	168	50	109			10	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	Bän <color=yellow>Oa Quèc ®ao kh¸ch<color> ®· bÞ c¸c hiÖp kh¸ch ®Èy lui vµo tÇng 1 Thanh ¢m ®éng. H·y ®i gãp søc tiªu diÖt chóng!	Bän <color=yellow>Oa Quèc ®ao kh¸ch<color> ®· bÞ c¸c hiÖp kh¸ch ®Èy lui vµo tÇng 1 Thanh ¢m ®éng. H·y ®i gãp søc tiªu diÖt chóng!	Bän <color=yellow>Oa Quèc ®ao kh¸ch<color> ®· bÞ c¸c hiÖp kh¸ch ®Èy lui vµo tÇng 1 Thanh ¢m ®éng. H·y ®i gãp søc tiªu diÖt chóng!	Oa Quèc §ao kh¸ch
20031422	Xi Háa ®µn chñ	196	50	413			10	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	Bän <color=yellow>Xi Háa ®µn chñ<color> ®ang tô häp ë tÇng 2 Long Nh·n ®éng, chóng lµ chñ m­u cña th¶m ¸n Miªu s¬n míi ®©y. Mau ®i b¾t chóng vÒ!	Bän <color=yellow>Xi Háa ®µn chñ<color> ®ang tô häp ë tÇng 2 Long Nh·n ®éng, chóng lµ chñ m­u cña th¶m ¸n Miªu s¬n míi ®©y. Mau ®i b¾t chóng vÒ!	Bän <color=yellow>Xi Háa ®µn chñ<color> ®ang tô häp ë tÇng 2 Long Nh·n ®éng, chóng lµ chñ m­u cña th¶m ¸n Miªu s¬n míi ®©y. Mau ®i b¾t chóng vÒ!	Xi Háa ®µn chñ
20041421	Thiªn TÇm Vâ T¨ng	174	50	410			10	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	<color=yellow>Thiªn TÇm ph¸p t¨ng<color> ë tÇng 2 Thiªn TÇm th¸p vèn lµ Háa c«ng ®Çu ®µ ph¶n béi ThiÕu L©m, h·y ®i tû thÝ víi h¾n, xem cã ph¶i lµ vâ c«ng cña ThiÕu L©m kh«ng	<color=yellow>Thiªn TÇm ph¸p t¨ng<color> ë tÇng 2 Thiªn TÇm th¸p vèn lµ Háa c«ng ®Çu ®µ ph¶n béi ThiÕu L©m, h·y ®i tû thÝ víi h¾n, xem cã ph¶i lµ vâ c«ng cña ThiÕu L©m kh«ng	<color=yellow>Thiªn TÇm ph¸p t¨ng<color> ë tÇng 2 Thiªn TÇm th¸p vèn lµ Háa c«ng ®Çu ®µ ph¶n béi ThiÕu L©m, h·y ®i tû thÝ víi h¾n, xem cã ph¶i lµ vâ c«ng cña ThiÕu L©m kh«ng	Thiªn TÇm Vâ T¨ng
20041422	Xi Háa cao thñ	171	50	110			10	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	T­¬ng truyÒn trong tÇng 2 Thanh ¢m ®éng ë §µo Hoa ®¶o cã mét quyÓn mËt tÞch vâ häc. NhiÒu <color=yellow>Cao thñ Xi Háa gi¸o<color> ®ang vµo ®éng t×m kiÕm. Mau ng¨n chÆn chóng!	T­¬ng truyÒn trong tÇng 2 Thanh ¢m ®éng ë §µo Hoa ®¶o cã mét quyÓn mËt tÞch vâ häc. NhiÒu <color=yellow>Cao thñ Xi Háa gi¸o<color> ®ang vµo ®éng t×m kiÕm. Mau ng¨n chÆn chóng!	T­¬ng truyÒn trong tÇng 2 Thanh ¢m ®éng ë §µo Hoa ®¶o cã mét quyÓn mËt tÞch vâ häc. NhiÒu <color=yellow>Cao thñ Xi Háa gi¸o<color> ®ang vµo ®éng t×m kiÕm. Mau ng¨n chÆn chóng!	Xi Háa cao thñ
20051421	VÖ sÜ ph¶n qu©n	198	50	403			10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	<color=yellow>VÖ sÜ ph¶n qu©n<color> ë phÝa Nam T©y Song B¶n N¹p v× thu qu©n l­¬ng ®· bøc Ðp Ngò §éc gi¸o ®å. H·y ®i trõng trÞ chóng!	<color=yellow>VÖ sÜ ph¶n qu©n<color> ë phÝa Nam T©y Song B¶n N¹p v× thu qu©n l­¬ng ®· bøc Ðp Ngò §éc gi¸o ®å. H·y ®i trõng trÞ chóng!	<color=yellow>VÖ sÜ ph¶n qu©n<color> ë phÝa Nam T©y Song B¶n N¹p v× thu qu©n l­¬ng ®· bøc Ðp Ngò §éc gi¸o ®å. H·y ®i trõng trÞ chóng!	VÖ sÜ ph¶n qu©n
20051422	Thiªn TÇm Ph¸p T¨ng	199	50	410			10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	<color=yellow>Thiªn TÇm ph¸p t¨ng<color> ë tÇng 2 Thiªn TÇm th¸p vèn lµ Háa c«ng ®Çu ®µ ph¶n béi ThiÕu L©m, h·y ®i tû thÝ víi h¾n, xem cã ph¶i lµ vâ c«ng cña ThiÕu L©m kh«ng	<color=yellow>Thiªn TÇm ph¸p t¨ng<color> ë tÇng 2 Thiªn TÇm th¸p vèn lµ Háa c«ng ®Çu ®µ ph¶n béi ThiÕu L©m, h·y ®i tû thÝ víi h¾n, xem cã ph¶i lµ vâ c«ng cña ThiÕu L©m kh«ng	<color=yellow>Thiªn TÇm ph¸p t¨ng<color> ë tÇng 2 Thiªn TÇm th¸p vèn lµ Háa c«ng ®Çu ®µ ph¶n béi ThiÕu L©m, h·y ®i tû thÝ víi h¾n, xem cã ph¶i lµ vâ c«ng cña ThiÕu L©m kh«ng	Thiªn TÇm Ph¸p T¨ng
