TaskID	NpcID	EventID	NpcKillNum	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20010601	L­u Manh	131	40	201			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn Thµnh §« cã bän <color=yellow>L­u manh<color>, quÊy nhiÔu b¸ t¸nh. Lµ ®Ö tö Nga My, cã muèn ®i trõ gian diÖt ¸c kh«ng?	GÇn Thµnh §« cã bän <color=yellow>L­u manh<color>, quÊy nhiÔu b¸ t¸nh. Lµ ®Ö tö Nga My, cã muèn ®i trõ gian diÖt ¸c kh«ng?	GÇn Thµnh §« cã bän <color=yellow>L­u manh<color>, quÊy nhiÔu b¸ t¸nh. Lµ ®Ö tö Nga My, cã muèn ®i trõ gian diÖt ¸c kh«ng?	L­u Manh
20010602	C«n ®å	132	40	201			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn Thµnh §« cã bän <color=yellow>C«n ®å<color> quÊy nhiÔu b¸ t¸nh. Lµ ®Ö tö Nga My, cã muèn ®i trõ gian diÖt ¸c kh«ng?	GÇn Thµnh §« cã bän <color=yellow>C«n ®å<color> quÊy nhiÔu b¸ t¸nh. Lµ ®Ö tö Nga My, cã muèn ®i trõ gian diÖt ¸c kh«ng?	GÇn Thµnh §« cã bän <color=yellow>C«n ®å<color> quÊy nhiÔu b¸ t¸nh. Lµ ®Ö tö Nga My, cã muèn ®i trõ gian diÖt ¸c kh«ng?	C«n ®å
20010603	ThiÕt Gi¸p Trïng	251	40	303			6	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn ®©y, Nga My s¬n xuÊt hiÖn nhiÒu <color=yellow>ThiÕt Gi¸p trïng<color>, khiÕn nhiÒu c©y cèi kh« c»n chÕt chãc. H·y ®i tiªu diÖt chóng!	GÇn ®©y, Nga My s¬n xuÊt hiÖn nhiÒu <color=yellow>ThiÕt Gi¸p trïng<color>, khiÕn nhiÒu c©y cèi kh« c»n chÕt chãc. H·y ®i tiªu diÖt chóng!	GÇn ®©y, Nga My s¬n xuÊt hiÖn nhiÒu <color=yellow>ThiÕt Gi¸p trïng<color>, khiÕn nhiÒu c©y cèi kh« c»n chÕt chãc. H·y ®i tiªu diÖt chóng!	ThiÕt Gi¸p Trïng
20020601	Heo rõng	134	40	204			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Heo rõng<color> tÊn c«ng nhiÒu kh¸ch hµnh h­¬ng lªn ThiÕu L©m. H·y ®uæi chóng ®i!	<color=yellow>Heo rõng<color> tÊn c«ng nhiÒu kh¸ch hµnh h­¬ng lªn ThiÕu L©m. H·y ®uæi chóng ®i!	<color=yellow>Heo rõng<color> tÊn c«ng nhiÒu kh¸ch hµnh h­¬ng lªn ThiÕu L©m. H·y ®uæi chóng ®i!	Heo rõng
20020602	Ong vµng	243	40	202			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n bay kh¾p n¬i ®èt ng­êi, khiÕn d©n lµng kh«ng d¸m ra ®­êng. Mau ®i tiªu diÖt chóng!	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n bay kh¾p n¬i ®èt ng­êi, khiÕn d©n lµng kh«ng d¸m ra ®­êng. Mau ®i tiªu diÖt chóng!	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n bay kh¾p n¬i ®èt ng­êi, khiÕn d©n lµng kh«ng d¸m ra ®­êng. Mau ®i tiªu diÖt chóng!	Ong vµng
20020603	Sãi xanh	133	40	209			6	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Sãi xanh<color> xuÊt hiÖn gÇn C¸i Bang ph¸i, lµm h¹i nhiÒu ®Ö tö C¸i Bang. H·y thay mÆt Nga My gióp C¸i Bang tiªu diÖt chóng!	<color=yellow>Sãi xanh<color> xuÊt hiÖn gÇn C¸i Bang ph¸i, lµm h¹i nhiÒu ®Ö tö C¸i Bang. H·y thay mÆt Nga My gióp C¸i Bang tiªu diÖt chóng!	<color=yellow>Sãi xanh<color> xuÊt hiÖn gÇn C¸i Bang ph¸i, lµm h¹i nhiÒu ®Ö tö C¸i Bang. H·y thay mÆt Nga My gióp C¸i Bang tiªu diÖt chóng!	Sãi xanh
20030601	M· HÇu	207	40	303			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>M· hÇu<color> ®· trë thµnh mèi häa ë Nga My s¬n, ®¶ th­¬ng nhiÒu kh¸ch hµnh h­¬ng lªn nói! H·y ®uæi chóng vµo rõng!	<color=yellow>M· hÇu<color> ®· trë thµnh mèi häa ë Nga My s¬n, ®¶ th­¬ng nhiÒu kh¸ch hµnh h­¬ng lªn nói! H·y ®uæi chóng vµo rõng!	<color=yellow>M· hÇu<color> ®· trë thµnh mèi häa ë Nga My s¬n, ®¶ th­¬ng nhiÒu kh¸ch hµnh h­¬ng lªn nói! H·y ®uæi chóng vµo rõng!	M· HÇu
20030602	§éc Gi¸p Trïng	252	40	404			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc m«n kÞch ®éc cña Ngò §éc gi¸o v« cïng lîi h¹i. H·y ®Õn gÇn Thóy Yªn ph¸i b¾t <color=yellow>§éc Gi¸p trïng<color> ®Ó c¸c tr­ëng l·o nghiªn cøu c¸ch gi¶i ®éc!	§éc m«n kÞch ®éc cña Ngò §éc gi¸o v« cïng lîi h¹i. H·y ®Õn gÇn Thóy Yªn ph¸i b¾t <color=yellow>§éc Gi¸p trïng<color> ®Ó c¸c tr­ëng l·o nghiªn cøu c¸ch gi¶i ®éc!	§éc m«n kÞch ®éc cña Ngò §éc gi¸o v« cïng lîi h¹i. H·y ®Õn gÇn Thóy Yªn ph¸i b¾t <color=yellow>§éc Gi¸p trïng<color> ®Ó c¸c tr­ëng l·o nghiªn cøu c¸ch gi¶i ®éc!	§éc Gi¸p Trïng
20030603	KiÕm Kh¸ch	206	40	312			6	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hãa ra kÎ gi¶ d¹ng ®Ö tö Nga My tÊn c«ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ 1 g· <color=yellow>KiÕm kh¸ch<color>, muèn khiÕn hai m«n ph¸i thï hËn nhau! Mau xuèng Vâ §ang s¬n b¾t tªn kiÕm kh¸ch vÒ trÞ téi!	Hãa ra kÎ gi¶ d¹ng ®Ö tö Nga My tÊn c«ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ 1 g· <color=yellow>KiÕm kh¸ch<color>, muèn khiÕn hai m«n ph¸i thï hËn nhau! Mau xuèng Vâ §ang s¬n b¾t tªn kiÕm kh¸ch vÒ trÞ téi!	Hãa ra kÎ gi¶ d¹ng ®Ö tö Nga My tÊn c«ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ 1 g· <color=yellow>KiÕm kh¸ch<color>, muèn khiÕn hai m«n ph¸i thï hËn nhau! Mau xuèng Vâ §ang s¬n b¾t tªn kiÕm kh¸ch vÒ trÞ téi!	KiÕm Kh¸ch
20040601	Xi Háa H¾c gi¸o ®å	139	40	405			6	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng m¹nh, Bän <color=yellow>Xi Háa H¾c gi¸o ®å<color> ng¨m cÊm c¸c nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ®i xem thö thùc h­!	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng m¹nh, Bän <color=yellow>Xi Háa H¾c gi¸o ®å<color> ng¨m cÊm c¸c nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ®i xem thö thùc h­!	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng m¹nh, Bän <color=yellow>Xi Háa H¾c gi¸o ®å<color> ng¨m cÊm c¸c nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ®i xem thö thùc h­!	Xi Háa H¾c gi¸o ®å
