TaskID	NpcID	EventID	NpcKillNum	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20011111	S¬n tÆc	232	50	208			8	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ph¸ch phong ®ao ph¸p cña <color=yellow>S¬n tÆc<color> ë L­¬ng S¬n B¹c lµ ®ao ph¸p ®óc kÕt tõ thùc tÕ chiÕn ®Êu. H·y ®i thô gi¸o tuyÖt kü ®ao ph¸p cña hä, sÏ cã lîi vÒ sau!	Ph¸ch phong ®ao ph¸p cña <color=yellow>S¬n tÆc<color> ë L­¬ng S¬n B¹c lµ ®ao ph¸p ®óc kÕt tõ thùc tÕ chiÕn ®Êu. H·y ®i thô gi¸o tuyÖt kü ®ao ph¸p cña hä, sÏ cã lîi vÒ sau!	Ph¸ch phong ®ao ph¸p cña <color=yellow>S¬n tÆc<color> ë L­¬ng S¬n B¹c lµ ®ao ph¸p ®óc kÕt tõ thùc tÕ chiÕn ®Êu. H·y ®i thô gi¸o tuyÖt kü ®ao ph¸p cña hä, sÏ cã lîi vÒ sau!	S¬n tÆc
20011112	Quan sø	145	50	211			8	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D­¬ng Trung §éng cã bän <color=yellow>Quan sø<color> ¸p bøc d©n H¹nh Hoa th«n ®Õn cïng cùc, h·y ®i tÇng 2 D­¬ng Trung ®éng gi¸p huÊn chóng.	D­¬ng Trung §éng cã bän <color=yellow>Quan sø<color> ¸p bøc d©n H¹nh Hoa th«n ®Õn cïng cùc, h·y ®i tÇng 2 D­¬ng Trung ®éng gi¸p huÊn chóng.	D­¬ng Trung §éng cã bän <color=yellow>Quan sø<color> ¸p bøc d©n H¹nh Hoa th«n ®Õn cïng cùc, h·y ®i tÇng 2 D­¬ng Trung ®éng gi¸p huÊn chóng.	Quan sø
20011113	Linh Hå	179	50	315			8	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Linh hå<color> ë tÇng 1 B¨ng T©m ®éng vèn lµ hå ly, hiÖn ®ang tu luyÖn s¾p thµnh tinh, h·y ®i ng¨n c¶n chóng!	<color=yellow>Linh hå<color> ë tÇng 1 B¨ng T©m ®éng vèn lµ hå ly, hiÖn ®ang tu luyÖn s¾p thµnh tinh, h·y ®i ng¨n c¶n chóng!	<color=yellow>Linh hå<color> ë tÇng 1 B¨ng T©m ®éng vèn lµ hå ly, hiÖn ®ang tu luyÖn s¾p thµnh tinh, h·y ®i ng¨n c¶n chóng!	Linh Hå
20021111	Thiªn Lý Tiªu	235	50	317			8	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Thiªn Lý Tiªu<color> ë tÇng 1 Tróc Ty ®éng lµ cao thñ vÒ ¸m khÝ. H·y ®i thØnh gi¸o h¾n vµi chiªu!	<color=yellow>Thiªn Lý Tiªu<color> ë tÇng 1 Tróc Ty ®éng lµ cao thñ vÒ ¸m khÝ. H·y ®i thØnh gi¸o h¾n vµi chiªu!	<color=yellow>Thiªn Lý Tiªu<color> ë tÇng 1 Tróc Ty ®éng lµ cao thñ vÒ ¸m khÝ. H·y ®i thØnh gi¸o h¾n vµi chiªu!	Thiªn Lý Tiªu
20021112	Cù §éc TÝch	181	50	419			8	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ngò §éc mª Cung tÇng 2 <color=yellow>Cù §éc TÝch<color> tuy ch­a lµm ai bÞ th­¬ng nh­ng kh«ng thÓ kh«ng phßng, h·y ®uæi chóng ®i.	Ngò §éc mª Cung tÇng 2 <color=yellow>Cù §éc TÝch<color> tuy ch­a lµm ai bÞ th­¬ng nh­ng kh«ng thÓ kh«ng phßng, h·y ®uæi chóng ®i.	Ngò §éc mª Cung tÇng 2 <color=yellow>Cù §éc TÝch<color> tuy ch­a lµm ai bÞ th­¬ng nh­ng kh«ng thÓ kh«ng phßng, h·y ®uæi chóng ®i.	Cù §éc TÝch
20021113	Cung LiÖp	236	50	207			8	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X¹ NhËt cung ph¸p cña <color=yellow>Cung LiÖp<color> ë NhÞ Long s¬n b¸ch ph¸t b¸ch tróng. H·y ®i thØnh gi¸o vµi chiªu!	X¹ NhËt cung ph¸p cña <color=yellow>Cung LiÖp<color> ë NhÞ Long s¬n b¸ch ph¸t b¸ch tróng. H·y ®i thØnh gi¸o vµi chiªu!	X¹ NhËt cung ph¸p cña <color=yellow>Cung LiÖp<color> ë NhÞ Long s¬n b¸ch ph¸t b¸ch tróng. H·y ®i thØnh gi¸o vµi chiªu!	Cung LiÖp
20031111	Liªu tiÔn binh	237	50	311			8	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Liªu tiÔn binh<color> ®· x©m nhËp Phôc Ng­u s¬n cña §¹i Tèng ta. H·y v× Quèc gia gãp chót søc lùc!	<color=yellow>Liªu tiÔn binh<color> ®· x©m nhËp Phôc Ng­u s¬n cña §¹i Tèng ta. H·y v× Quèc gia gãp chót søc lùc!	<color=yellow>Liªu tiÔn binh<color> ®· x©m nhËp Phôc Ng­u s¬n cña §¹i Tèng ta. H·y v× Quèc gia gãp chót søc lùc!	Liªu tiÔn binh
20031112	Bé kho¸i	153	50	210			8	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	§¸m Bé kho¸i cña Lôc PhiÕn m«n tin lêi ¸c sø, gióp lµm ®iÒu ¸c! H·y ®Õn D­¬ng Trung ®éng trõng trÞ mÊy tªn <color=yellow>Bé kho¸i<color>.	§¸m Bé kho¸i cña Lôc PhiÕn m«n tin lêi ¸c sø, gióp lµm ®iÒu ¸c! H·y ®Õn D­¬ng Trung ®éng trõng trÞ mÊy tªn <color=yellow>Bé kho¸i<color>.	§¸m Bé kho¸i cña Lôc PhiÕn m«n tin lêi ¸c sø, gióp lµm ®iÒu ¸c! H·y ®Õn D­¬ng Trung ®éng trõng trÞ mÊy tªn <color=yellow>Bé kho¸i<color>.	Bé kho¸i
20031113	Thiªn S¸t	184	50	318			8	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Thiªn S¸t<color> ë Tróc Ty ®éng tÇng 2 vèn lµ s¸t thñ h¹ng 3 cña S¸t Thñ §­êng, 1 tæ chøc s¸t thñ lín nhÊt trong giang hå, ¸m s¸t kh«ng Ýt nh©n sÜ giang hå. H·y ®i b¾t chóng vÒ quy ¸n!	<color=yellow>Thiªn S¸t<color> ë Tróc Ty ®éng tÇng 2 vèn lµ s¸t thñ h¹ng 3 cña S¸t Thñ §­êng, 1 tæ chøc s¸t thñ lín nhÊt trong giang hå, ¸m s¸t kh«ng Ýt nh©n sÜ giang hå. H·y ®i b¾t chóng vÒ quy ¸n!	<color=yellow>Thiªn S¸t<color> ë Tróc Ty ®éng tÇng 2 vèn lµ s¸t thñ h¹ng 3 cña S¸t Thñ §­êng, 1 tæ chøc s¸t thñ lín nhÊt trong giang hå, ¸m s¸t kh«ng Ýt nh©n sÜ giang hå. H·y ®i b¾t chóng vÒ quy ¸n!	Thiªn S¸t
20041111	Tµ T¨ng	185	50	311			8	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	Mét ®¸m <color=yellow>Tµ T¨ng<color> b¾t nhiÒu d©n n÷ ë Phôc Ng­u s¬n, h·y trõng trÞ chóng, ®­a nh÷ng d©n n÷ trë vÒ nhµ.	Mét ®¸m <color=yellow>Tµ T¨ng<color> b¾t nhiÒu d©n n÷ ë Phôc Ng­u s¬n, h·y trõng trÞ chóng, ®­a nh÷ng d©n n÷ trë vÒ nhµ.	Mét ®¸m <color=yellow>Tµ T¨ng<color> b¾t nhiÒu d©n n÷ ë Phôc Ng­u s¬n, h·y trõng trÞ chóng, ®­a nh÷ng d©n n÷ trë vÒ nhµ.	Tµ T¨ng
