TaskID	NpcID	EventID	NpcKillNum	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20012001	L­u Manh	131	60	201			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn Thµnh §« xuÊt hiÖn bän <color=yellow>L­u manh<color> quÊy nhiÔu b¸ t¸nh, c­íp bãc th­¬ng nh©n. Lµ ®Ö tö Vâ §ang, cã muèn ®i trõ gian diÖt b¹o kh«ng?	GÇn Thµnh §« xuÊt hiÖn bän <color=yellow>L­u manh<color> quÊy nhiÔu b¸ t¸nh, c­íp bãc th­¬ng nh©n. Lµ ®Ö tö Vâ §ang, cã muèn ®i trõ gian diÖt b¹o kh«ng?	GÇn Thµnh §« xuÊt hiÖn bän <color=yellow>L­u manh<color> quÊy nhiÔu b¸ t¸nh, c­íp bãc th­¬ng nh©n. Lµ ®Ö tö Vâ §ang, cã muèn ®i trõ gian diÖt b¹o kh«ng?	L­u Manh
20012002	C«n ®å	132	60	201			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn Thµnh §« cã ®¸m <color=yellow>C«n ®å<color> quÊy nhiÔu b¸ t¸nh, c­íp bãc th­¬ng nh©n. Lµ ®Ö tö Vâ §ang, cã muèn ®i trõ gian diÖt ¸c?	GÇn Thµnh §« cã ®¸m <color=yellow>C«n ®å<color> quÊy nhiÔu b¸ t¸nh, c­íp bãc th­¬ng nh©n. Lµ ®Ö tö Vâ §ang, cã muèn ®i trõ gian diÖt ¸c?	GÇn Thµnh §« cã ®¸m <color=yellow>C«n ®å<color> quÊy nhiÔu b¸ t¸nh, c­íp bãc th­¬ng nh©n. Lµ ®Ö tö Vâ §ang, cã muèn ®i trõ gian diÖt ¸c?	C«n ®å
20012003	Sãi x¸m	227	60	209			6	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn C¸i Bang ph¸i lµm h¹i nhiÒu ®Ö tö C¸i Bang. H·y mau ®Õn ®ã gióp C¸i Bang tiªu diÖt chóng!	<color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn C¸i Bang ph¸i lµm h¹i nhiÒu ®Ö tö C¸i Bang. H·y mau ®Õn ®ã gióp C¸i Bang tiªu diÖt chóng!	<color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn C¸i Bang ph¸i lµm h¹i nhiÒu ®Ö tö C¸i Bang. H·y mau ®Õn ®ã gióp C¸i Bang tiªu diÖt chóng!	Sãi x¸m
20022001	Heo rõng	134	60	204			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	V­ên rau ë hËu s¬n l¹i bÞ <color=yellow>D· tr­<color> ph¸ ph¸ch, h·y mau ®uæi chóng ®i!	V­ên rau ë hËu s¬n l¹i bÞ <color=yellow>D· tr­<color> ph¸ ph¸ch, h·y mau ®uæi chóng ®i!	V­ên rau ë hËu s¬n l¹i bÞ <color=yellow>D· tr­<color> ph¸ ph¸ch, h·y mau ®uæi chóng ®i!	Heo rõng
20022002	Ong vµng	243	60	202			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n bay kh¾p n¬i ®èt ng­êi, khiÕn d©n lµng kh«ng d¸m ra ®­êng. Mau ®i tiªu diÖt chóng!	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n bay kh¾p n¬i ®èt ng­êi, khiÕn d©n lµng kh«ng d¸m ra ®­êng. Mau ®i tiªu diÖt chóng!	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n bay kh¾p n¬i ®èt ng­êi, khiÕn d©n lµng kh«ng d¸m ra ®­êng. Mau ®i tiªu diÖt chóng!	Ong vµng
20022003	Trém vÆt	135	60	209			6	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	Trém vÆt
20032001	Muçi ®éc	137	60	407			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc m«n kÞch ®éc cña Ngò §éc gi¸o v« cïng lîi h¹i, bæn tù ph¶i ®Ò phßng. Nghe nãi chÊt ®éc cña <color=yellow>muçi ®éc<color> ë gÇn Ngò §éc gi¸o dïng ®Ó chÕ t¹o kÞch ®éc. H·y ®i b¾t <color=yellow>muçi ®éc<color> ®Ó c¸c tr­ëng l·o nghiªn cøu c¸ch hãa gi¶i!	§éc m«n kÞch ®éc cña Ngò §éc gi¸o v« cïng lîi h¹i, bæn tù ph¶i ®Ò phßng. Nghe nãi chÊt ®éc cña <color=yellow>muçi ®éc<color> ë gÇn Ngò §éc gi¸o dïng ®Ó chÕ t¹o kÞch ®éc. H·y ®i b¾t <color=yellow>muçi ®éc<color> ®Ó c¸c tr­ëng l·o nghiªn cøu c¸ch hãa gi¶i!	§éc m«n kÞch ®éc cña Ngò §éc gi¸o v« cïng lîi h¹i, bæn tù ph¶i ®Ò phßng. Nghe nãi chÊt ®éc cña <color=yellow>muçi ®éc<color> ë gÇn Ngò §éc gi¸o dïng ®Ó chÕ t¹o kÞch ®éc. H·y ®i b¾t <color=yellow>muçi ®éc<color> ®Ó c¸c tr­ëng l·o nghiªn cøu c¸ch hãa gi¶i!	Muçi ®éc
20032002	KiÕm Kh¸ch	206	60	312			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hãa ra kÎ gi¶ d¹ng ®Ö tö Vâ §ang tÊn c«ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ 1 g· <color=yellow>KiÕm kh¸ch<color>, muèn khiÕn hai m«n ph¸i thï hËn nhau! Mau xuèng Vâ §ang s¬n b¾t tªn kiÕm kh¸ch vÒ trÞ téi!	Hãa ra kÎ gi¶ d¹ng ®Ö tö Vâ §ang tÊn c«ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ 1 g· <color=yellow>KiÕm kh¸ch<color>, muèn khiÕn hai m«n ph¸i thï hËn nhau! Mau xuèng Vâ §ang s¬n b¾t tªn kiÕm kh¸ch vÒ trÞ téi!	Hãa ra kÎ gi¶ d¹ng ®Ö tö Vâ §ang tÊn c«ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ 1 g· <color=yellow>KiÕm kh¸ch<color>, muèn khiÕn hai m«n ph¸i thï hËn nhau! Mau xuèng Vâ §ang s¬n b¾t tªn kiÕm kh¸ch vÒ trÞ téi!	KiÕm Kh¸ch
20032003	Hå Ly	136	60	106			6	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Hå ly<color> khiÕn D©n lµng ë Long TuyÒn th«n c¶m thÊy bÊt an. H·y  ®i tiªu diÖt chóng!	<color=yellow>Hå ly<color> khiÕn D©n lµng ë Long TuyÒn th«n c¶m thÊy bÊt an. H·y  ®i tiªu diÖt chóng!	<color=yellow>Hå ly<color> khiÕn D©n lµng ë Long TuyÒn th«n c¶m thÊy bÊt an. H·y  ®i tiªu diÖt chóng!	Hå Ly
20042001	§ao HiÖp	208	60	312			6	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thiªn NhÊt ®ao ph¸p cña <color=yellow>§ao hiÖp<color> d­íi Vâ §ang s¬n cùc kú lîi h¹i, lµ ®ao ph¸p hiÕm cã trong Vâ l©m! H·y ®Õn thØnh gi¸o ®ao ph¸p cña hä!	Thiªn NhÊt ®ao ph¸p cña <color=yellow>§ao hiÖp<color> d­íi Vâ §ang s¬n cùc kú lîi h¹i, lµ ®ao ph¸p hiÕm cã trong Vâ l©m! H·y ®Õn thØnh gi¸o ®ao ph¸p cña hä!	Thiªn NhÊt ®ao ph¸p cña <color=yellow>§ao hiÖp<color> d­íi Vâ §ang s¬n cùc kú lîi h¹i, lµ ®ao ph¸p hiÕm cã trong Vâ l©m! H·y ®Õn thØnh gi¸o ®ao ph¸p cña hä!	§ao HiÖp
20042002	Mé TuyÕt KiÕm Kh¸ch	228	60	326			6	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phi TuyÕt KiÕm ph¸p cña <color=yellow>KiÕm kh¸ch<color> trong Mé TuyÕt s¬n trang còng lµ m«n tuyÖt häc! H·y thØnh gi¸o hä vµi chiªu!	Phi TuyÕt KiÕm ph¸p cña <color=yellow>KiÕm kh¸ch<color> trong Mé TuyÕt s¬n trang còng lµ m«n tuyÖt häc! H·y thØnh gi¸o hä vµi chiªu!	Phi TuyÕt KiÕm ph¸p cña <color=yellow>KiÕm kh¸ch<color> trong Mé TuyÕt s¬n trang còng lµ m«n tuyÖt häc! H·y thØnh gi¸o hä vµi chiªu!	Mé TuyÕt KiÕm Kh¸ch
20042003	Th¶o KhÊu	141	60	106			6	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn Long TuyÒn th«n ®ét nhiªn xuÊt hiÖn ®¸m <color=yellow>Th¶o KhÊu<color> c­íp bãc tµi s¶n cña d©n lµng. Lµ ®Ö tö Vâ §ang, h·y ra tay hµnh hiÖp tr­îng nghÜa!	GÇn Long TuyÒn th«n ®ét nhiªn xuÊt hiÖn ®¸m <color=yellow>Th¶o KhÊu<color> c­íp bãc tµi s¶n cña d©n lµng. Lµ ®Ö tö Vâ §ang, h·y ra tay hµnh hiÖp tr­îng nghÜa!	GÇn Long TuyÒn th«n ®ét nhiªn xuÊt hiÖn ®¸m <color=yellow>Th¶o KhÊu<color> c­íp bãc tµi s¶n cña d©n lµng. Lµ ®Ö tö Vâ §ang, h·y ra tay hµnh hiÖp tr­îng nghÜa!	Th¶o KhÊu
20052001	Mé TuyÕt Th­¬ng Kh¸ch	244	60	326			6	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hµn S­¬ng th­¬ng ph¸p cña <color=yellow>Mé TuyÕt Th­¬ng Kh¸ch<color> cña Mé TuyÕt S¬n Trang tuy ch­a næi tiÕng nh­ng còng ®¸ng ®Ó häc hái! H·y ®i thØnh gi¸o vµi chiªu!	Hµn S­¬ng th­¬ng ph¸p cña <color=yellow>Mé TuyÕt Th­¬ng Kh¸ch<color> cña Mé TuyÕt S¬n Trang tuy ch­a næi tiÕng nh­ng còng ®¸ng ®Ó häc hái! H·y ®i thØnh gi¸o vµi chiªu!	Hµn S­¬ng th­¬ng ph¸p cña <color=yellow>Mé TuyÕt Th­¬ng Kh¸ch<color> cña Mé TuyÕt S¬n Trang tuy ch­a næi tiÕng nh­ng còng ®¸ng ®Ó häc hái! H·y ®i thØnh gi¸o vµi chiªu!	Mé TuyÕt Th­¬ng Kh¸ch
20052002	Xi Háa B¹ch gi¸o ®å	211	60	405			6	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng lín m¹nh, ®¸m <color=yellow>Xi Háa B¹ch gi¸o ®å<color> ng¨n cÊm nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ng¨n chÆn bän tay ch©n Xi Háa gi¸o léng hµnh!	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng lín m¹nh, ®¸m <color=yellow>Xi Háa B¹ch gi¸o ®å<color> ng¨n cÊm nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ng¨n chÆn bän tay ch©n Xi Háa gi¸o léng hµnh!	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng lín m¹nh, ®¸m <color=yellow>Xi Háa B¹ch gi¸o ®å<color> ng¨n cÊm nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ng¨n chÆn bän tay ch©n Xi Háa gi¸o léng hµnh!	Xi Háa B¹ch gi¸o ®å
