TaskID	NpcID	EventID	NpcKillNum	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20011101	L­u Manh	131	60	201			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BiÖn Kinh xuÊt hiÖn bän <color=yellow>L­u manh<color> lµm nhiÒu chuyÖn ¸c. Th©n lµ ®Ö tö D­¬ng M«n, cã muèn trõ gian diÖt ¸c?	BiÖn Kinh xuÊt hiÖn bän <color=yellow>L­u manh<color> lµm nhiÒu chuyÖn ¸c. Th©n lµ ®Ö tö D­¬ng M«n, cã muèn trõ gian diÖt ¸c?	BiÖn Kinh xuÊt hiÖn bän <color=yellow>L­u manh<color> lµm nhiÒu chuyÖn ¸c. Th©n lµ ®Ö tö D­¬ng M«n, cã muèn trõ gian diÖt ¸c?	L­u Manh
20011102	Sãi x¸m	227	60	209			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mét ®¸m <color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn bæn bang, lµm nhiÒu ®Ö tö bÞ th­¬ng. H·y ®i diÖt trõ chóng!	Mét ®¸m <color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn bæn bang, lµm nhiÒu ®Ö tö bÞ th­¬ng. H·y ®i diÖt trõ chóng!	Mét ®¸m <color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn bæn bang, lµm nhiÒu ®Ö tö bÞ th­¬ng. H·y ®i diÖt trõ chóng!	Sãi x¸m
20011103	Heo rõng	134	60	204			6	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Heo rõng<color> th­êng tÊn c«ng Kh¸ch hµnh h­¬ng lªn ThiÕu L©m, h·y ®uæi chóng ®i!	<color=yellow>Heo rõng<color> th­êng tÊn c«ng Kh¸ch hµnh h­¬ng lªn ThiÕu L©m, h·y ®uæi chóng ®i!	<color=yellow>Heo rõng<color> th­êng tÊn c«ng Kh¸ch hµnh h­¬ng lªn ThiÕu L©m, h·y ®uæi chóng ®i!	Heo rõng
20021101	Trém vÆt	135	60	209			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	Trém vÆt
20021102	KiÕm Kh¸ch	206	60	312			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th× ra kÎ ®¶ th­¬ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ mét tªn <color=yellow>KiÕm Kh¸ch<color> gi¶ d¹ng ®Ö tö D­¬ng M«n, ý ®å khiÕn bæn m«n vµ Vâ §ang bÊt hßa, b¹n h·y ®Õn ch©n nói Vâ §ang b¾t KiÕm Kh¸ch ®ã vÒ ®©y.	Th× ra kÎ ®¶ th­¬ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ mét tªn <color=yellow>KiÕm Kh¸ch<color> gi¶ d¹ng ®Ö tö D­¬ng M«n, ý ®å khiÕn bæn m«n vµ Vâ §ang bÊt hßa, b¹n h·y ®Õn ch©n nói Vâ §ang b¾t KiÕm Kh¸ch ®ã vÒ ®©y.	Th× ra kÎ ®¶ th­¬ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ mét tªn <color=yellow>KiÕm Kh¸ch<color> gi¶ d¹ng ®Ö tö D­¬ng M«n, ý ®å khiÕn bæn m«n vµ Vâ §ang bÊt hßa, b¹n h·y ®Õn ch©n nói Vâ §ang b¾t KiÕm Kh¸ch ®ã vÒ ®©y.	KiÕm Kh¸ch
20021103	Hå Ly	136	60	106			6	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Hå ly<color> khiÕn D©n lµng ë Long TuyÒn th«n c¶m thÊy bÊt an. H·y  ®i tiªu diÖt chóng!	<color=yellow>Hå ly<color> khiÕn D©n lµng ë Long TuyÒn th«n c¶m thÊy bÊt an. H·y  ®i tiªu diÖt chóng!	<color=yellow>Hå ly<color> khiÕn D©n lµng ë Long TuyÒn th«n c¶m thÊy bÊt an. H·y  ®i tiªu diÖt chóng!	Hå Ly
20031101	Xi Háa H¾c gi¸o ®å	139	60	405			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng m¹nh, Bän <color=yellow>Xi Háa H¾c gi¸o ®å<color> ng¨m cÊm c¸c nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ®i xem thö thùc h­!	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng m¹nh, Bän <color=yellow>Xi Háa H¾c gi¸o ®å<color> ng¨m cÊm c¸c nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ®i xem thö thùc h­!	ThÕ lùc Xi Háa tµ gi¸o ë T©y Nam ngµy cµng m¹nh, Bän <color=yellow>Xi Háa H¾c gi¸o ®å<color> ng¨m cÊm c¸c nh©n sÜ trung nguyªn vµo §¹i Lý. H·y ®i xem thö thùc h­!	Xi Háa H¾c gi¸o ®å
20031102	Hæ	138	60	204			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GÇn ®©y <color=yellow>Hæ<color> trong ThiÕu L©m s¬n ®¹o ngµy cµng nhiÒu lµm h¹i kh¸ch hµnh h­¬ng. H·y ®uæi chóng vµo rõng!	GÇn ®©y <color=yellow>Hæ<color> trong ThiÕu L©m s¬n ®¹o ngµy cµng nhiÒu lµm h¹i kh¸ch hµnh h­¬ng. H·y ®uæi chóng vµo rõng!	GÇn ®©y <color=yellow>Hæ<color> trong ThiÕu L©m s¬n ®¹o ngµy cµng nhiÒu lµm h¹i kh¸ch hµnh h­¬ng. H·y ®uæi chóng vµo rõng!	Hæ
20031103	Mé TuyÕt KiÕm Kh¸ch	228	60	326			6	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phi TuyÕt KiÕm ph¸p cña <color=yellow>KiÕm kh¸ch<color> trong Mé TuyÕt s¬n trang còng lµ m«n tuyÖt häc! H·y thØnh gi¸o hä vµi chiªu!	Phi TuyÕt KiÕm ph¸p cña <color=yellow>KiÕm kh¸ch<color> trong Mé TuyÕt s¬n trang còng lµ m«n tuyÖt häc! H·y thØnh gi¸o hä vµi chiªu!	Phi TuyÕt KiÕm ph¸p cña <color=yellow>KiÕm kh¸ch<color> trong Mé TuyÕt s¬n trang còng lµ m«n tuyÖt häc! H·y thØnh gi¸o hä vµi chiªu!	Mé TuyÕt KiÕm Kh¸ch
20041101	L­¬ng S¬n Lé PhØ	229	60	217			6	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>L­¬ng s¬n lé phØ<color> trµ trén vµo ®¸m phØ ®å ë L­¬ng s¬n, c­íp bãc kh¸ch ®i ®­êng trong D· Tr­ L©m, ph¸ ho¹i danh tiÕng thay trêi hµnh ®¹o cña L­¬ng S¬n! H·y gióp L­¬ng S¬n röa s¹ch tai tiÕng!	<color=yellow>L­¬ng s¬n lé phØ<color> trµ trén vµo ®¸m phØ ®å ë L­¬ng s¬n, c­íp bãc kh¸ch ®i ®­êng trong D· Tr­ L©m, ph¸ ho¹i danh tiÕng thay trêi hµnh ®¹o cña L­¬ng S¬n! H·y gióp L­¬ng S¬n röa s¹ch tai tiÕng!	<color=yellow>L­¬ng s¬n lé phØ<color> trµ trén vµo ®¸m phØ ®å ë L­¬ng s¬n, c­íp bãc kh¸ch ®i ®­êng trong D· Tr­ L©m, ph¸ ho¹i danh tiÕng thay trêi hµnh ®¹o cña L­¬ng S¬n! H·y gióp L­¬ng S¬n röa s¹ch tai tiÕng!	L­¬ng S¬n Lé PhØ
