ID	Name	Belong	ProduceGenre	ProduceSub	ProduceDetail	SecProduceGenre	SecProduceSub	SecProduceDetail	SecProduceRate	Stuff1Genre	Stuff1Sub	Stuff1Detail	Stuff1Num	Stuff2Genre	Stuff2Sub	Stuff2Detail	Stuff2Num	Stuff3Genre	Stuff3Sub	Stuff3Detail	Stuff3Num	Stuff4Genre	Stuff4Sub	Stuff4Detail	Stuff4Num	ToolGenre	ToolSub	ToolDetail	ToolNum	NeedMore	Level	StaminaCost	ExpGain	RecipeDetail	MakeTime	EquipType	Identify
1	窝头	1	1	1	1	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	1	30	0	1	54
2	绷带	1	1	0	1	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	1	10	0	1	54
3	金创散	6	1	0	2	1	0	3	5	1	2	8	2	0	0	0		0	0	0		0	0	0		0	0	0		0	1	0	3	29	54
4	止血散	6	1	0	3	1	0	4	5	1	2	2	1	1	2	1	1	1	2	8	1	0	0	0		0	0	0		0	3	0	3	29	54
5	白云散	6	1	0	4	1	0	5	5	1	2	3	1	1	2	2	1	1	2	9	1	0	0	0		0	0	0		0	5	0	3	29	54
6	天香云锦续	6	1	0	5	1	0	6	5	1	2	11	3	1	2	9	2	1	2	3	2	1	2	1	2	0	0	0		0	7	0	4	29	54
7	黑玉断续膏	6	1	0	6	0	0	0		1	2	4	3	1	2	10	2	1	2	9	2	1	2	8	2	0	0	0		0	8	0	4	29	54
8	小还丹	6	1	0	7	1	0	8	5	1	2	8	1	1	2	1	1	0	0	0		0	0	0		0	0	0		0	2	0	3	30	54
9	还阳丹	6	1	0	8	1	0	9	5	1	2	2	1	1	2	1	1	1	2	8	1	0	0	0		0	0	0		0	4	0	3	30	54
10	大还丹	6	1	0	9	1	0	10	5	1	2	3	1	1	2	2	1	1	2	9	1	0	0	0		0	0	0		0	6	0	3	30	54
11	一元复始丹	6	1	0	10	1	0	11	5	1	2	10	3	1	2	9	2	1	2	3	2	1	2	1	2	0	0	0		0	7	0	4	30	54
12	万物归元丹	6	1	0	11	0	0	0		1	2	11	3	1	2	10	2	1	2	9	2	1	2	8	2	0	0	0		0	8	0	4	30	54
13	清心散	6	1	0	12	1	0	13	5	1	2	8	2	1	2	1	1	0	0	0		0	0	0		0	0	0		0	2	0	4	31	54
14	益气散	6	1	0	13	1	0	14	5	1	2	2	2	1	2	1	1	1	2	3	1	0	0	0		0	0	0		0	4	0	4	31	54
15	玉灵散	6	1	0	14	1	0	15	5	1	2	3	2	1	2	2	1	1	2	9	1	0	0	0		0	0	0		0	6	0	4	31	54
16	五花玉露丸	6	1	0	15	1	0	16	5	1	2	11	3	1	2	10	3	1	2	9	2	1	2	1	3	0	0	0		0	8	0	5	31	54
17	生生造化散	6	1	0	16	0	0	0		1	2	4	3	1	2	11	3	1	2	10	2	1	2	2	3	0	0	0		0	9	0	5	31	54
18	饭团	7	1	1	2	1	1	3	5	1	3	9	2	1	3	19	3	0	0	0		0	0	0		0	0	0		0	1	0	6	36	54
19	馒头	7	1	1	3	1	1	4	5	1	3	10	2	1	3	20	2	1	3	9	1	0	0	0		0	0	0		0	2	0	6	36	54
20	花卷	7	1	1	4	1	1	5	5	1	3	12	2	1	3	22	2	1	3	11	1	0	0	0		0	0	0		0	4	0	6	36	54
21	肉包	7	1	1	5	1	1	14		1	3	14	2	1	3	13	2	1	3	12	1	0	0	0		0	0	0		0	6	0	6	36	54
22	家常四季豆	7	1	1	7	1	1	8	5	1	3	11	2	1	3	21	2	1	3	10	1	0	0	0		0	0	0		0	3	0	6	37	54
23	炒豌豆角	7	1	1	8	1	1	9	5	1	3	13	2	1	3	12	2	1	3	22	1	0	0	0		0	0	0		0	5	0	6	37	54
24	蒜茸生菜	7	1	1	9	1	1	16	5	1	3	15	2	1	3	14	2	1	3	13	1	0	0	0		0	0	0		0	7	0	6	37	54
25	烧刀子	7	1	1	10	1	1	11	5	1	3	9	3	1	3	19	2	0	0	0		0	0	0		0	0	0		0	1	0	6	38	54
26	女儿红	7	1	1	11	1	1	12	5	1	3	10	2	1	3	20	2	1	3	19	1	0	0	0		0	0	0		0	2	0	6	38	54
27	稻花香	7	1	1	12	1	1	13	5	1	3	12	2	1	3	22	2	1	3	21	1	0	0	0		0	0	0		0	4	0	3	38	54
28	醉生梦死	7	1	1	13	0	0	0		1	3	14	2	1	3	13	2	1	3	22	1	0	0	0		0	0	0		0	6	0	3	38	54
29	一级鉴定符	8	2	5	1	2	5	2	5	2	2	30	1	2	2	65	1					0	0	0		0	0	0		0	1	0	2	43	54
30	二级鉴定符	8	2	5	2	2	5	3	5	2	2	30	2	2	2	33	2	2	2	65	1	0	0	0		0	0	0		0	2	0	8	43	54
31	三级鉴定符	8	2	5	3	2	5	4	5	2	2	30	2	2	2	33	2	2	2	29	2	0	0	0		0	0	0		0	3	0	12	43	54
32	四级鉴定符	8	2	5	4	2	5	5	5	2	2	31	2	2	2	33	2	2	2	29	2	2	2	65	1	0	0	0		0	4	0	16	43	54
33	五级鉴定符	8	2	5	5	2	5	6	5	2	2	31	2	2	2	34	2	2	2	29	2	2	2	65	2	0	0	0		0	5	0	20	43	54
34	六级鉴定符	8	2	5	6	2	5	7	5	2	2	32	2	2	2	34	2	2	2	29	2	2	1	912	2	0	0	0		0	6	0	24	43	54
35	七级鉴定符	8	2	5	7	0	0	0	0	2	2	32	3	2	2	35	3	2	2	29	3	2	1	912	3	0	0	0		0	7	0	28	43	54
36	汴京土地符	8	1	5	1	0	0	0		2	2	65	1	2	1	901	1	0	0	0		0	0	0		0	0	0		0	1	0	1	42	54
37	成都土地符	8	1	5	2	0	0	0		2	2	65	1	2	1	902	1	0	0	0		0	0	0		0	0	0		0	1	0	1	42	54
38	泉州土地符	8	1	5	3	0	0	0		2	2	65	1	2	1	903	1	0	0	0		0	0	0		0	0	0		0	1	0	1	42	54
39	襄阳土地符	8	1	5	4	0	0	0		2	2	65	1	2	1	904	1	0	0	0		0	0	0		0	0	0		0	1	0	1	42	54
40	凤翔土地符	8	1	5	5	0	0	0		2	2	65	1	2	1	905	1	0	0	0		0	0	0		0	0	0		0	1	0	1	42	54
41	大理土地符	8	1	5	6	0	0	0		2	2	65	1	2	1	906	1	0	0	0		0	0	0		0	0	0		0	1	0	1	42	54
																																			
																																			
																																			
																																			
																																			
47	侠少护腕	3	0	0	1	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	6	180
48	錾银护腕	3	0	0	2	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	6	180
49	飞鱼手	3	0	0	3	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	6	180
50	红魔手	3	0	0	4	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	6	180
51	穿云手	3	0	0	5	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	6	180
52	三阳手	3	0	0	6	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	6	180
53	天牛手	3	0	0	7	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	6	180
54	碧蛇手	3	0	0	8	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	6	180
55	亢龙手	3	0	0	9	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	6	180
56	翔凤	3	0	0	10	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	6	180
57	怒龙	3	0	0	11	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	6	180
58	五方鬼众	3	0	0	12	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	6	180
59	泥犁地狱	3	0	0	13	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	6	180
60	侠少剑	3	0	2	14	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	4	180
61	松纹剑	3	0	2	15	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	4	180
62	灵蛇剑	3	0	2	16	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	4	180
63	赤砂剑	3	0	2	17	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	4	180
64	青冥剑	3	0	2	18	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	4	180
65	血杀剑	3	0	2	19	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	4	180
66	含光剑	3	0	2	20	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	4	180
67	烈阳	3	0	2	21	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	4	180
68	玄电	3	0	2	22	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	4	180
69	青霜	3	0	2	23	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	4	180
70	瑶光	3	0	2	24	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	4	180
71	碧血	3	0	2	25	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	4	180
72	玄铁重剑	3	0	2	26	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	4	180
73	戒刀	3	0	3	53	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	5	180
74	折铁刀	3	0	3	54	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	5	180
75	烈焰刀	3	0	3	55	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	5	180
76	五虎断门刀	3	0	3	56	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	5	180
77	九音刀	3	0	3	57	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	5	180
78	破山刀	3	0	3	58	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	5	180
79	人屠刀	3	0	3	59	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	5	180
80	龙麟	3	0	3	60	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	5	180
81	百辟	3	0	3	61	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	5	180
82	天煞	3	0	3	62	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	5	180
83	霸王	3	0	3	63	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	5	180
84	侠少棍	2	0	5	27	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	11	180
85	齐眉棍	2	0	5	28	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	11	180
86	水火棍	2	0	5	29	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	11	180
87	四平棍	2	0	5	30	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	11	180
88	普渡棍	2	0	5	31	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	11	180
89	鹤舞棍	2	0	5	32	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	11	180
90	分水棍	2	0	5	33	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	11	180
91	潜龙棍	2	0	5	34	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	11	180
92	紫金梁	2	0	5	35	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	11	180
93	打狗棒	2	0	5	36	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	11	180
94	紧那罗棒	2	0	5	37	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	11	180
95	天蛇棍	2	0	5	38	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	11	180
96	青龙棍	2	0	5	39	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	11	180
97	锡杖	2	0	8	86	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	12	180
98	弘法杖	2	0	8	87	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	12	180
99	三宝杖	2	0	8	88	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	12	180
100	伏魔杖	2	0	8	89	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	12	180
101	普渡杖	2	0	8	90	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	12	180
102	月轮杖	2	0	8	91	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	12	180
103	空明杖	2	0	8	92	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	12	180
104	宝光杖	2	0	8	93	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	12	180
105	大自在杖	2	0	8	94	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	12	180
106	大般若杖	2	0	8	95	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	12	180
107	天佛杖	2	0	8	96	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	12	180
108	侠少暗器	4	0	1	40	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	16	180
109	五光石	4	0	1	41	0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		1	1	0	0	16	180
110	柳叶刀	4	0	1	42	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	16	180
111	断肠镖	4	0	1	43	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	16	180
112	破灭神针	4	0	1	44	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	16	180
113	子母离魂箭	4	0	1	45	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	16	180
114	黑血神针	4	0	1	46	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	16	180
115	玉蜂针	4	0	1	47	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	2	0	0	0		1	4	0	6	16	180
116	袖里乾坤	4	0	1	48	0	0	0		2	2	4	4	2	2	44	4	2	2	57	1	2	2	60	3	0	0	0		1	4	0	8	16	180
117	含沙射影	4	0	1	49	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	60	5	0	0	0		1	5	0	8	16	180
118	七星透骨针	4	0	1	50	0	0	0		2	2	5	5	2	2	45	5	2	2	57	1	2	2	61	2	0	0	0		1	5	0	8	16	180
119	七煞天罗	4	0	1	51	0	0	0		2	2	6	5	2	2	9	5	2	2	58	1	2	2	61	3	0	0	0		1	6	0	8	16	180
120	天外飞仙	4	0	1	52	0	0	0		2	2	36	6	2	2	10	6	2	2	58	1	2	2	61	4	0	0	0		1	7	0	8	16	180
121	玉韵琴	4	0	10	64	0	0	0		2	2	1	4	2	2	41	4	2	2	59	1	0	0	0		0	0	0		1	1	0	4	17	180
122	惊涛琴	4	0	10	65	0	0	0		2	2	1	4	2	2	41	4	2	2	59	2	0	0	0		0	0	0		1	1	0	4	17	180
123	奔雷琴	4	0	10	66	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	3	0	0	0		1	2	0	4	17	180
124	飞瀑连珠	4	0	10	67	0	0	0		2	2	2	4	2	2	42	4	2	2	27	1	2	2	59	4	0	0	0		1	2	0	4	17	180
125	雷动万物	4	0	10	68	0	0	0		2	8	5	4	2	2	43	4	2	2	27	1	2	2	60	1	0	0	0		1	3	0	6	17	180
